question_id,question_text,option_a,option_b,option_c,option_d,correct_option,category,difficulty_level
Q1203,"If Giraffe is heavier than Otter and Otter is heavier than Kangaroo, which animal is the lightest?",Giraffe,Giraffe,Kangaroo,Otter,C,Logic,Medium
Q1204,"Which of the following does NOT belong: Plane, Tractor, Lion, Submarine?",Plane,Tractor,Lion,Submarine,C,Logic,Easy
Q1205,"Which of the following does NOT belong: Octagon, Triangle, Cone, Carrot?",Octagon,Triangle,Cone,Carrot,D,Logic,Medium
Q1206,"If Wolf is heavier than Kangaroo and Kangaroo is heavier than Bear, which animal is the lightest?",Rabbit,Wolf,Kangaroo,Bear,D,Logic,Medium
Q1207,"Which of the following does NOT belong: Bear, Elephant, Rabbit, Lettuce?",Bear,Elephant,Rabbit,Lettuce,D,Logic,Medium
Q1208,"Which of the following does NOT belong: Truck, Motorbike, Cart, Shelf?",Truck,Motorbike,Cart,Shelf,D,Logic,Easy
Q1209,"Which of the following does NOT belong: Bench, Beetroot, Onion, Okra?",Bench,Beetroot,Onion,Okra,A,Logic,Easy
Q1210,"If Rabbit is heavier than Elephant and Elephant is heavier than Kangaroo, which animal is the lightest?",Rabbit,Rabbit,Elephant,Kangaroo,D,Logic,Medium
Q1211,"Which of the following does NOT belong: Tractor, Heart, Ship, Plane?",Tractor,Heart,Ship,Plane,B,Logic,Medium
Q1212,"Which of the following does NOT belong: Motorbike, Grey, Bus, Truck?",Motorbike,Grey,Bus,Truck,B,Logic,Medium
Q1213,"Which of the following does NOT belong: Couch, Tomato, Cabbage, Lettuce?",Couch,Tomato,Cabbage,Lettuce,A,Logic,Easy
Q1214,"Which of the following does NOT belong: Triangle, Desk, Trapezoid, Square?",Triangle,Desk,Trapezoid,Square,B,Logic,Easy
Q1215,"If Lion is heavier than Fox and Fox is heavier than Elephant, which animal is the lightest?",Fox,Lion,Elephant,Hippo,C,Logic,Medium
Q1216,"If Cat is heavier than Hippo and Hippo is heavier than Zebra, which animal is the lightest?",Zebra,Cat,Hippo,Lion,A,Logic,Medium
Q1217,"Which of the following does NOT belong: Apricot, Pear, Pineapple, Sofa?",Apricot,Pear,Pineapple,Sofa,D,Logic,Medium
Q1218,"Which of the following does NOT belong: Shelf, Sofa, Wardrobe, Mango?",Shelf,Sofa,Wardrobe,Mango,D,Logic,Medium
Q1219,"Which of the following does NOT belong: Car, Truck, Ship, Radish?",Car,Truck,Ship,Radish,D,Logic,Easy
Q1220,"Which of the following does NOT belong: Apple, Apricot, Cart, Grapes?",Apple,Apricot,Cart,Grapes,C,Logic,Medium
Q1221,"Which of the following does NOT belong: Boat, Cyan, Red, Brown?",Boat,Cyan,Red,Brown,A,Logic,Medium
Q1222,"Which of the following does NOT belong: Triangle, Pear, Rectangle, Pentagon?",Triangle,Pear,Rectangle,Pentagon,B,Logic,Medium
Q1223,"If Tiger is heavier than Wolf and Wolf is heavier than Elephant, which animal is the lightest?",Wolf,Giraffe,Elephant,Tiger,C,Logic,Medium
Q1224,"Which of the following does NOT belong: Car, Ship, Couch, Plane?",Car,Ship,Couch,Plane,C,Logic,Easy
Q1225,"If Giraffe is heavier than Elephant and Elephant is heavier than Kangaroo, which animal is the lightest?",Otter,Kangaroo,Elephant,Giraffe,B,Logic,Medium
Q1226,"If Bear is heavier than Giraffe and Giraffe is heavier than Tiger, which animal is the lightest?",Dog,Bear,Tiger,Giraffe,C,Logic,Medium
Q1227,"If Otter is heavier than Dog and Dog is heavier than Fox, which animal is the lightest?",Otter,Fox,Hippo,Dog,B,Logic,Medium
Q1228,"Which of the following does NOT belong: Grapes, Banana, Elephant, Mango?",Grapes,Banana,Elephant,Mango,C,Logic,Medium
Q1229,"Which of the following does NOT belong: Beetroot, Lettuce, Cabbage, Ship?",Beetroot,Lettuce,Cabbage,Ship,D,Logic,Easy
Q1230,"Which of the following does NOT belong: Cyan, Bench, Grey, Purple?",Cyan,Bench,Grey,Purple,B,Logic,Medium
Q1231,"Which of the following does NOT belong: Cabbage, Trapezoid, Tomato, Spinach?",Cabbage,Trapezoid,Tomato,Spinach,B,Logic,Medium
Q1232,"Which of the following does NOT belong: Peach, Square, Pear, Pineapple?",Peach,Square,Pear,Pineapple,B,Logic,Medium
Q1233,"Which of the following does NOT belong: Radish, Lettuce, Tomato, Diamond?",Radish,Lettuce,Tomato,Diamond,D,Logic,Medium
Q1234,"Which of the following does NOT belong: Heart, Diamond, Octagon, Tractor?",Heart,Diamond,Octagon,Tractor,D,Logic,Medium
Q1235,"Which of the following does NOT belong: Octagon, Boat, Bicycle, Tractor?",Octagon,Boat,Bicycle,Tractor,A,Logic,Medium
Q1236,"Which of the following does NOT belong: Banana, Mango, Cherry, Cylinder?",Banana,Mango,Cherry,Cylinder,D,Logic,Medium
Q1237,"Which of the following does NOT belong: Cabbage, Okra, Apricot, Onion?",Cabbage,Okra,Apricot,Onion,C,Logic,Medium
Q1238,"Which of the following does NOT belong: Papaya, Banana, Table, Peach?",Papaya,Banana,Table,Peach,C,Logic,Easy
Q1239,"Which of the following does NOT belong: Elephant, Scooter, Dog, Tiger?",Elephant,Scooter,Dog,Tiger,B,Logic,Easy
Q1240,"If Cat is heavier than Zebra and Zebra is heavier than Otter, which animal is the lightest?",Zebra,Dog,Otter,Cat,C,Logic,Medium
Q1241,"If Dog is heavier than Hippo and Hippo is heavier than Tiger, which animal is the lightest?",Kangaroo,Dog,Tiger,Hippo,C,Logic,Medium
Q1242,"Which of the following does NOT belong: Otter, Triangle, Trapezoid, Octagon?",Otter,Triangle,Trapezoid,Octagon,A,Logic,Easy
Q1243,"Which of the following does NOT belong: Grey, Cone, Pink, Blue?",Grey,Cone,Pink,Blue,B,Logic,Medium
Q1244,"Which of the following does NOT belong: Grey, Wardrobe, Magenta, Cyan?",Grey,Wardrobe,Magenta,Cyan,B,Logic,Medium
Q1245,"Which of the following does NOT belong: Pear, Red, Mango, Banana?",Pear,Red,Mango,Banana,B,Logic,Medium
Q1246,"If Otter is heavier than Cat and Cat is heavier than Elephant, which animal is the lightest?",Elephant,Cat,Giraffe,Otter,A,Logic,Medium
Q1247,"Which of the following does NOT belong: Diamond, Oval, Tomato, Hexagon?",Diamond,Oval,Tomato,Hexagon,C,Logic,Easy
Q1248,"If Bear is heavier than Cat and Cat is heavier than Rabbit, which animal is the lightest?",Cat,Bear,Rabbit,Lion,C,Logic,Medium
Q1249,"Which of the following does NOT belong: Circle, Kangaroo, Star, Hexagon?",Circle,Kangaroo,Star,Hexagon,B,Logic,Medium
Q1250,"Which of the following does NOT belong: Pea, Beetroot, Fox, Carrot?",Pea,Beetroot,Fox,Carrot,C,Logic,Easy
Q1251,"If Rabbit is heavier than Cat and Cat is heavier than Bear, which animal is the lightest?",Bear,Cat,Rabbit,Rabbit,A,Logic,Medium
Q1252,"If Kangaroo is heavier than Elephant and Elephant is heavier than Tiger, which animal is the lightest?",Tiger,Kangaroo,Elephant,Wolf,A,Logic,Medium
Q1253,"Which of the following does NOT belong: Grapes, Cherry, Plum, Helicopter?",Grapes,Cherry,Plum,Helicopter,D,Logic,Medium
Q1254,"If Dog is heavier than Bear and Bear is heavier than Lion, which animal is the lightest?",Lion,Zebra,Dog,Bear,A,Logic,Medium
Q1255,"Which of the following does NOT belong: Tiger, Cyan, Blue, Red?",Tiger,Cyan,Blue,Red,A,Logic,Easy
Q1256,"Which of the following does NOT belong: Potato, Sofa, Spinach, Beetroot?",Potato,Sofa,Spinach,Beetroot,B,Logic,Medium
Q1257,"Which of the following does NOT belong: Bench, Bed, Purple, Desk?",Bench,Bed,Purple,Desk,C,Logic,Easy
Q1258,"Which of the following does NOT belong: Bear, Tractor, Plane, Car?",Bear,Tractor,Plane,Car,A,Logic,Medium
Q1259,"Which of the following does NOT belong: Brown, Grey, Bed, Purple?",Brown,Grey,Bed,Purple,C,Logic,Medium
Q1260,"Which of the following does NOT belong: Circle, Octagon, Motorbike, Heart?",Circle,Octagon,Motorbike,Heart,C,Logic,Easy
Q1261,"If Tiger is heavier than Hippo and Hippo is heavier than Lion, which animal is the lightest?",Lion,Zebra,Hippo,Tiger,A,Logic,Medium
Q1262,"Which of the following does NOT belong: Beetroot, Bus, Radish, Corn?",Beetroot,Bus,Radish,Corn,B,Logic,Easy
Q1263,"Which of the following does NOT belong: Plane, Sofa, Helicopter, Car?",Plane,Sofa,Helicopter,Car,B,Logic,Easy
Q1264,"Which of the following does NOT belong: Rectangle, Oval, Elephant, Diamond?",Rectangle,Oval,Elephant,Diamond,C,Logic,Easy
Q1265,"Which of the following does NOT belong: Red, Green, Black, Grapes?",Red,Green,Black,Grapes,D,Logic,Medium
Q1266,"Which of the following does NOT belong: Truck, Plane, Bicycle, Blue?",Truck,Plane,Bicycle,Blue,D,Logic,Easy
Q1267,"If Elephant is heavier than Kangaroo and Kangaroo is heavier than Zebra, which animal is the lightest?",Rabbit,Zebra,Kangaroo,Elephant,B,Logic,Medium
Q1268,"If Zebra is heavier than Hippo and Hippo is heavier than Rabbit, which animal is the lightest?",Rabbit,Hippo,Hippo,Zebra,A,Logic,Medium
Q1269,"If Dog is heavier than Hippo and Hippo is heavier than Wolf, which animal is the lightest?",Wolf,Dog,Hippo,Giraffe,A,Logic,Medium
Q1270,"If Hippo is heavier than Giraffe and Giraffe is heavier than Kangaroo, which animal is the lightest?",Hippo,Giraffe,Kangaroo,Wolf,C,Logic,Medium
Q1271,"If Rabbit is heavier than Otter and Otter is heavier than Elephant, which animal is the lightest?",Rabbit,Bear,Elephant,Otter,C,Logic,Medium
Q1272,"Which of the following does NOT belong: Stool, Bed, Mango, Bench?",Stool,Bed,Mango,Bench,C,Logic,Easy
Q1273,"Which of the following does NOT belong: Cylinder, Pentagon, Cone, Okra?",Cylinder,Pentagon,Cone,Okra,D,Logic,Medium
Q1274,"If Kangaroo is heavier than Lion and Lion is heavier than Hippo, which animal is the lightest?",Kangaroo,Elephant,Hippo,Lion,C,Logic,Medium
Q1275,"Which of the following does NOT belong: Desk, Chair, Cabinet, Magenta?",Desk,Chair,Cabinet,Magenta,D,Logic,Easy
Q1276,"If Kangaroo is heavier than Elephant and Elephant is heavier than Lion, which animal is the lightest?",Kangaroo,Wolf,Elephant,Lion,D,Logic,Medium
Q1277,"Which of the following does NOT belong: Apricot, Cherry, Mango, Red?",Apricot,Cherry,Mango,Red,D,Logic,Easy
Q1278,"Which of the following does NOT belong: Plane, Orange, Cart, Van?",Plane,Orange,Cart,Van,B,Logic,Medium
Q1279,"Which of the following does NOT belong: Pink, Brown, Giraffe, Grey?",Pink,Brown,Giraffe,Grey,C,Logic,Medium
Q1280,"Which of the following does NOT belong: Okra, Spinach, Pink, Radish?",Okra,Spinach,Pink,Radish,C,Logic,Easy
Q1281,"Which of the following does NOT belong: Cabbage, Tiger, Dog, Zebra?",Cabbage,Tiger,Dog,Zebra,A,Logic,Easy
Q1282,"If Giraffe is heavier than Tiger and Tiger is heavier than Kangaroo, which animal is the lightest?",Giraffe,Tiger,Tiger,Kangaroo,D,Logic,Medium
Q1283,"Which of the following does NOT belong: Peach, Cart, Fig, Banana?",Peach,Cart,Fig,Banana,B,Logic,Medium
Q1284,"Which of the following does NOT belong: Cherry, Peach, Bus, Fig?",Cherry,Peach,Bus,Fig,C,Logic,Easy
Q1285,"Which of the following does NOT belong: Potato, Yellow, Radish, Broccoli?",Potato,Yellow,Radish,Broccoli,B,Logic,Easy
Q1286,"Which of the following does NOT belong: Peach, Cyan, Orange, Pear?",Peach,Cyan,Orange,Pear,B,Logic,Medium
Q1287,"Which of the following does NOT belong: Bed, Plum, Pear, Peach?",Bed,Plum,Pear,Peach,A,Logic,Easy
Q1288,"Which of the following does NOT belong: Potato, Star, Square, Diamond?",Potato,Star,Square,Diamond,A,Logic,Medium
Q1289,"If Otter is heavier than Lion and Lion is heavier than Giraffe, which animal is the lightest?",Otter,Lion,Giraffe,Giraffe,C,Logic,Medium
Q1290,"If Otter is heavier than Dog and Dog is heavier than Tiger, which animal is the lightest?",Dog,Tiger,Wolf,Otter,B,Logic,Medium
Q1291,"Which of the following does NOT belong: Truck, Rectangle, Star, Circle?",Truck,Rectangle,Star,Circle,A,Logic,Medium
Q1292,"Which of the following does NOT belong: Onion, Carrot, Plum, Tomato?",Onion,Carrot,Plum,Tomato,C,Logic,Medium
Q1293,"Which of the following does NOT belong: Ship, Pumpkin, Truck, Scooter?",Ship,Pumpkin,Truck,Scooter,B,Logic,Easy
Q1294,"Which of the following does NOT belong: Truck, Cart, Van, Lime?",Truck,Cart,Van,Lime,D,Logic,Easy
Q1295,"Which of the following does NOT belong: Broccoli, Lettuce, Carrot, Pentagon?",Broccoli,Lettuce,Carrot,Pentagon,D,Logic,Easy
Q1296,"Which of the following does NOT belong: Pink, Bicycle, Van, Cart?",Pink,Bicycle,Van,Cart,A,Logic,Medium
Q1297,"Which of the following does NOT belong: Couch, Shelf, Carrot, Table?",Couch,Shelf,Carrot,Table,C,Logic,Easy
Q1298,"Which of the following does NOT belong: Giraffe, Pear, Mango, Banana?",Giraffe,Pear,Mango,Banana,A,Logic,Medium
Q1299,"Which of the following does NOT belong: Trapezoid, Helicopter, Boat, Motorbike?",Trapezoid,Helicopter,Boat,Motorbike,A,Logic,Medium
Q1300,"If Otter is heavier than Giraffe and Giraffe is heavier than Lion, which animal is the lightest?",Otter,Giraffe,Lion,Giraffe,C,Logic,Medium
Q1301,"If Fox is heavier than Wolf and Wolf is heavier than Otter, which animal is the lightest?",Dog,Fox,Otter,Wolf,C,Logic,Medium
Q1302,"Which of the following does NOT belong: Lion, Fox, Kangaroo, Onion?",Lion,Fox,Kangaroo,Onion,D,Logic,Easy
Q1303,"Which of the following does NOT belong: Chair, Bear, Ottoman, Dresser?",Chair,Bear,Ottoman,Dresser,B,Logic,Easy
Q1304,"Which of the following does NOT belong: Plum, Peach, Red, Cherry?",Plum,Peach,Red,Cherry,C,Logic,Medium
Q1305,"Which of the following does NOT belong: Lettuce, Green, Cabbage, Spinach?",Lettuce,Green,Cabbage,Spinach,B,Logic,Easy
Q1306,"Which of the following does NOT belong: Apricot, Apple, Peach, Motorbike?",Apricot,Apple,Peach,Motorbike,D,Logic,Medium
Q1307,"Which of the following does NOT belong: Kangaroo, Yellow, Otter, Elephant?",Kangaroo,Yellow,Otter,Elephant,B,Logic,Medium
Q1308,"If Lion is heavier than Zebra and Zebra is heavier than Giraffe, which animal is the lightest?",Zebra,Lion,Giraffe,Fox,C,Logic,Medium
Q1309,"Which of the following does NOT belong: Diamond, Tomato, Circle, Trapezoid?",Diamond,Tomato,Circle,Trapezoid,B,Logic,Medium
Q1310,"Which of the following does NOT belong: Cone, Heart, Trapezoid, Orange?",Cone,Heart,Trapezoid,Orange,D,Logic,Medium
Q1311,"Which of the following does NOT belong: Sofa, Ottoman, Bed, Apple?",Sofa,Ottoman,Bed,Apple,D,Logic,Easy
Q1312,"Which of the following does NOT belong: Potato, Bear, Wolf, Lion?",Potato,Bear,Wolf,Lion,A,Logic,Easy
Q1313,"If Hippo is heavier than Zebra and Zebra is heavier than Wolf, which animal is the lightest?",Zebra,Wolf,Bear,Hippo,B,Logic,Medium
Q1314,"Which of the following does NOT belong: Octagon, Bicycle, Cone, Pentagon?",Octagon,Bicycle,Cone,Pentagon,B,Logic,Medium
Q1315,"Which of the following does NOT belong: Cyan, Red, Trapezoid, Green?",Cyan,Red,Trapezoid,Green,C,Logic,Medium
Q1316,"If Giraffe is heavier than Dog and Dog is heavier than Rabbit, which animal is the lightest?",Lion,Giraffe,Dog,Rabbit,D,Logic,Medium
Q1317,"Which of the following does NOT belong: Rabbit, Scooter, Car, Truck?",Rabbit,Scooter,Car,Truck,A,Logic,Easy
Q1318,"If Dog is heavier than Elephant and Elephant is heavier than Fox, which animal is the lightest?",Elephant,Fox,Dog,Dog,B,Logic,Medium
Q1319,"If Kangaroo is heavier than Wolf and Wolf is heavier than Elephant, which animal is the lightest?",Kangaroo,Wolf,Elephant,Tiger,C,Logic,Medium
Q1320,"Which of the following does NOT belong: Carrot, Broccoli, Cabbage, Bicycle?",Carrot,Broccoli,Cabbage,Bicycle,D,Logic,Medium
Q1321,"If Giraffe is heavier than Dog and Dog is heavier than Wolf, which animal is the lightest?",Dog,Wolf,Elephant,Giraffe,B,Logic,Medium
Q1322,"Which of the following does NOT belong: Potato, Spinach, Onion, Triangle?",Potato,Spinach,Onion,Triangle,D,Logic,Easy
Q1323,"If Cat is heavier than Fox and Fox is heavier than Zebra, which animal is the lightest?",Otter,Fox,Zebra,Cat,C,Logic,Medium
Q1324,"If Cat is heavier than Otter and Otter is heavier than Lion, which animal is the lightest?",Lion,Hippo,Otter,Cat,A,Logic,Medium
Q1325,"Which of the following does NOT belong: Green, Orange, Purple, Cupboard?",Green,Orange,Purple,Cupboard,D,Logic,Medium
Q1326,"Which of the following does NOT belong: Kangaroo, Bench, Zebra, Tiger?",Kangaroo,Bench,Zebra,Tiger,B,Logic,Easy
Q1327,"Which of the following does NOT belong: Truck, Broccoli, Onion, Spinach?",Truck,Broccoli,Onion,Spinach,A,Logic,Medium
Q1328,"If Otter is heavier than Wolf and Wolf is heavier than Zebra, which animal is the lightest?",Wolf,Otter,Zebra,Bear,C,Logic,Medium
Q1329,"If Otter is heavier than Rabbit and Rabbit is heavier than Cat, which animal is the lightest?",Rabbit,Otter,Dog,Cat,D,Logic,Medium
Q1330,"If Otter is heavier than Hippo and Hippo is heavier than Cat, which animal is the lightest?",Hippo,Otter,Zebra,Cat,D,Logic,Medium
Q1331,"Which of the following does NOT belong: Pentagon, Circle, Octagon, Ship?",Pentagon,Circle,Octagon,Ship,D,Logic,Medium
Q1332,"If Lion is heavier than Cat and Cat is heavier than Hippo, which animal is the lightest?",Hippo,Lion,Cat,Dog,A,Logic,Medium
Q1333,"Which of the following does NOT belong: Scooter, Rectangle, Hexagon, Star?",Scooter,Rectangle,Hexagon,Star,A,Logic,Easy
Q1334,"Which of the following does NOT belong: Kiwi, Peach, Cabbage, Cherry?",Kiwi,Peach,Cabbage,Cherry,C,Logic,Medium
Q1335,"Which of the following does NOT belong: Orange, Cone, Magenta, Green?",Orange,Cone,Magenta,Green,B,Logic,Easy
Q1336,"If Otter is heavier than Rabbit and Rabbit is heavier than Lion, which animal is the lightest?",Giraffe,Lion,Rabbit,Otter,B,Logic,Medium
Q1337,"If Dog is heavier than Zebra and Zebra is heavier than Otter, which animal is the lightest?",Zebra,Dog,Otter,Hippo,C,Logic,Medium
Q1338,"Which of the following does NOT belong: Orange, Cyan, Cabbage, Yellow?",Orange,Cyan,Cabbage,Yellow,C,Logic,Easy
Q1339,"Which of the following does NOT belong: Corn, Stool, Wardrobe, Bench?",Corn,Stool,Wardrobe,Bench,A,Logic,Medium
Q1340,"Which of the following does NOT belong: Car, Boat, Shelf, Bus?",Car,Boat,Shelf,Bus,C,Logic,Easy
Q1341,"If Lion is heavier than Kangaroo and Kangaroo is heavier than Elephant, which animal is the lightest?",Elephant,Kangaroo,Tiger,Lion,A,Logic,Medium
Q1342,"If Wolf is heavier than Bear and Bear is heavier than Zebra, which animal is the lightest?",Zebra,Wolf,Bear,Fox,A,Logic,Medium
Q1343,"Which of the following does NOT belong: Kiwi, Chair, Pineapple, Apricot?",Kiwi,Chair,Pineapple,Apricot,B,Logic,Medium
Q1344,"Which of the following does NOT belong: Desk, Cabinet, Beetroot, Wardrobe?",Desk,Cabinet,Beetroot,Wardrobe,C,Logic,Medium
Q1345,"If Rabbit is heavier than Zebra and Zebra is heavier than Giraffe, which animal is the lightest?",Zebra,Rabbit,Giraffe,Giraffe,C,Logic,Medium
Q1346,"Which of the following does NOT belong: Plane, Cupboard, Bed, Wardrobe?",Plane,Cupboard,Bed,Wardrobe,A,Logic,Medium
Q1347,"Which of the following does NOT belong: Cyan, Yellow, Green, Desk?",Cyan,Yellow,Green,Desk,D,Logic,Easy
Q1348,"Which of the following does NOT belong: Ottoman, Heart, Cone, Diamond?",Ottoman,Heart,Cone,Diamond,A,Logic,Medium
Q1349,"If Bear is heavier than Fox and Fox is heavier than Lion, which animal is the lightest?",Bear,Zebra,Fox,Lion,D,Logic,Medium
Q1350,"Which of the following does NOT belong: Bear, Papaya, Peach, Orange?",Bear,Papaya,Peach,Orange,A,Logic,Easy
Q1351,"Which of the following does NOT belong: Plane, Cherry, Ship, Van?",Plane,Cherry,Ship,Van,B,Logic,Easy
Q1352,"If Cat is heavier than Otter and Otter is heavier than Zebra, which animal is the lightest?",Zebra,Otter,Bear,Cat,A,Logic,Medium
Q1353,"If Hippo is heavier than Zebra and Zebra is heavier than Otter, which animal is the lightest?",Zebra,Otter,Giraffe,Hippo,B,Logic,Medium
Q1354,"Which of the following does NOT belong: Elephant, Magenta, Yellow, Green?",Elephant,Magenta,Yellow,Green,A,Logic,Easy
Q1355,"Which of the following does NOT belong: Trapezoid, Cart, Oval, Pentagon?",Trapezoid,Cart,Oval,Pentagon,B,Logic,Medium
Q1356,"If Elephant is heavier than Fox and Fox is heavier than Kangaroo, which animal is the lightest?",Elephant,Kangaroo,Fox,Fox,B,Logic,Medium
Q1357,"Which of the following does NOT belong: Bus, Orange, Pineapple, Fig?",Bus,Orange,Pineapple,Fig,A,Logic,Medium
Q1358,"If Hippo is heavier than Fox and Fox is heavier than Lion, which animal is the lightest?",Fox,Lion,Hippo,Wolf,B,Logic,Medium
Q1359,"If Lion is heavier than Wolf and Wolf is heavier than Giraffe, which animal is the lightest?",Lion,Elephant,Wolf,Giraffe,D,Logic,Medium
Q1360,"If Rabbit is heavier than Lion and Lion is heavier than Hippo, which animal is the lightest?",Rabbit,Bear,Hippo,Lion,C,Logic,Medium
Q1361,"If Cat is heavier than Dog and Dog is heavier than Zebra, which animal is the lightest?",Dog,Zebra,Cat,Cat,B,Logic,Medium
Q1362,"If Elephant is heavier than Otter and Otter is heavier than Bear, which animal is the lightest?",Elephant,Otter,Bear,Elephant,C,Logic,Medium
Q1363,"If Hippo is heavier than Dog and Dog is heavier than Kangaroo, which animal is the lightest?",Kangaroo,Hippo,Dog,Otter,A,Logic,Medium
Q1364,"If Rabbit is heavier than Hippo and Hippo is heavier than Elephant, which animal is the lightest?",Elephant,Rabbit,Rabbit,Hippo,A,Logic,Medium
Q1365,"Which of the following does NOT belong: Cupboard, Scooter, Chair, Table?",Cupboard,Scooter,Chair,Table,B,Logic,Medium
Q1366,"Which of the following does NOT belong: Rabbit, Triangle, Giraffe, Cat?",Rabbit,Triangle,Giraffe,Cat,B,Logic,Easy
Q1367,"Which of the following does NOT belong: Pentagon, Cabbage, Radish, Lettuce?",Pentagon,Cabbage,Radish,Lettuce,A,Logic,Easy
Q1368,"Which of the following does NOT belong: Apricot, Pumpkin, Banana, Fig?",Apricot,Pumpkin,Banana,Fig,B,Logic,Medium
Q1369,"If Fox is heavier than Kangaroo and Kangaroo is heavier than Elephant, which animal is the lightest?",Kangaroo,Fox,Elephant,Fox,C,Logic,Medium
Q1370,"If Tiger is heavier than Dog and Dog is heavier than Fox, which animal is the lightest?",Tiger,Elephant,Fox,Dog,C,Logic,Medium
Q1371,"If Dog is heavier than Fox and Fox is heavier than Bear, which animal is the lightest?",Fox,Dog,Cat,Bear,D,Logic,Medium
Q1372,"Which of the following does NOT belong: Zebra, Hippo, Cabinet, Elephant?",Zebra,Hippo,Cabinet,Elephant,C,Logic,Medium
Q1373,"Which of the following does NOT belong: Heart, Triangle, Trapezoid, Wardrobe?",Heart,Triangle,Trapezoid,Wardrobe,D,Logic,Easy
Q1374,"Which of the following does NOT belong: Lion, Apple, Dog, Kangaroo?",Lion,Apple,Dog,Kangaroo,B,Logic,Easy
Q1375,"Which of the following does NOT belong: Diamond, Yellow, Circle, Hexagon?",Diamond,Yellow,Circle,Hexagon,B,Logic,Medium
Q1376,"Which of the following does NOT belong: Orange, Banana, Pineapple, Apple?",Orange,Banana,Pineapple,Apple,A,Logic,Medium
Q1377,"If Hippo is heavier than Elephant and Elephant is heavier than Zebra, which animal is the lightest?",Hippo,Elephant,Zebra,Zebra,C,Logic,Medium
Q1378,"Which of the following does NOT belong: Cylinder, Table, Hexagon, Pentagon?",Cylinder,Table,Hexagon,Pentagon,B,Logic,Medium
Q1379,"Which of the following does NOT belong: Bear, Tomato, Cabbage, Spinach?",Bear,Tomato,Cabbage,Spinach,A,Logic,Medium
Q1380,"Which of the following does NOT belong: Pea, Helicopter, Motorbike, Truck?",Pea,Helicopter,Motorbike,Truck,A,Logic,Medium
Q1381,"If Kangaroo is heavier than Wolf and Wolf is heavier than Otter, which animal is the lightest?",Otter,Fox,Kangaroo,Wolf,A,Logic,Medium
Q1382,"Which of the following does NOT belong: Cyan, Blue, Purple, Dresser?",Cyan,Blue,Purple,Dresser,D,Logic,Easy
Q1383,"Which of the following does NOT belong: Shelf, Octagon, Square, Star?",Shelf,Octagon,Square,Star,A,Logic,Easy
Q1384,"If Fox is heavier than Lion and Lion is heavier than Rabbit, which animal is the lightest?",Lion,Fox,Lion,Rabbit,D,Logic,Medium
Q1385,"Which of the following does NOT belong: Cone, Onion, Cylinder, Square?",Cone,Onion,Cylinder,Square,B,Logic,Easy
Q1386,"Which of the following does NOT belong: Square, Pentagon, Cone, Plane?",Square,Pentagon,Cone,Plane,D,Logic,Easy
Q1387,"Which of the following does NOT belong: Ship, Bicycle, Helicopter, Sofa?",Ship,Bicycle,Helicopter,Sofa,D,Logic,Medium
Q1388,"Which of the following does NOT belong: Fig, Circle, Octagon, Square?",Fig,Circle,Octagon,Square,A,Logic,Medium
Q1389,"If Fox is heavier than Kangaroo and Kangaroo is heavier than Zebra, which animal is the lightest?",Fox,Zebra,Rabbit,Kangaroo,B,Logic,Medium
Q1390,"If Otter is heavier than Zebra and Zebra is heavier than Dog, which animal is the lightest?",Zebra,Dog,Otter,Bear,B,Logic,Medium
Q1391,"Which of the following does NOT belong: Blue, Pineapple, Grey, Red?",Blue,Pineapple,Grey,Red,B,Logic,Easy
Q1392,"Which of the following does NOT belong: Apricot, Plum, Kangaroo, Apple?",Apricot,Plum,Kangaroo,Apple,C,Logic,Easy
Q1393,"Which of the following does NOT belong: Apricot, Orange, Car, Apple?",Apricot,Orange,Car,Apple,C,Logic,Easy
Q1394,"If Otter is heavier than Rabbit and Rabbit is heavier than Tiger, which animal is the lightest?",Rabbit,Tiger,Tiger,Otter,B,Logic,Medium
Q1395,"Which of the following does NOT belong: Octagon, Green, Heart, Hexagon?",Octagon,Green,Heart,Hexagon,B,Logic,Easy
Q1396,"Which of the following does NOT belong: Elephant, Helicopter, Truck, Boat?",Elephant,Helicopter,Truck,Boat,A,Logic,Medium
Q1397,"Which of the following does NOT belong: Couch, Tomato, Carrot, Lettuce?",Couch,Tomato,Carrot,Lettuce,A,Logic,Medium
Q1398,"Which of the following does NOT belong: Brown, Otter, Grey, Purple?",Brown,Otter,Grey,Purple,B,Logic,Medium
Q1399,"Which of the following does NOT belong: Pea, Trapezoid, Corn, Tomato?",Pea,Trapezoid,Corn,Tomato,B,Logic,Medium
Q1400,"Which of the following does NOT belong: White, Grey, Mango, Purple?",White,Grey,Mango,Purple,C,Logic,Easy
Q1401,Choose the word closest in meaning to 'honest'.,thin,idle,eager,truthful,D,Verbal,Easy
Q1402,Pick the word that rhymes with 'mile'.,style,stone,book,moon,A,Verbal,Easy
Q1403,Choose the word closest in meaning to 'silent'.,quiet,contemporary,peaceful,compliant,A,Verbal,Easy
Q1404,Choose the word opposite in meaning to 'awake'.,leave,exclude,destroy,asleep,D,Verbal,Easy
Q1405,The sun is ___ in the sky.,book,cold,high,blue,C,Verbal,Medium
Q1406,Choose the word opposite in meaning to 'increase'.,forget,separate,decrease,leave,C,Verbal,Easy
Q1407,Choose the word closest in meaning to 'brave'.,renowned,envious,courageous,old,C,Verbal,Easy
